 'frameRate': 119.98612831479856, 'expName': 'FT-RNGT_MRI',,,
trial,block_type,time,stimulus,response
16,random,165.323516281,stimulus,
17,random,166.0736223079,stimulus,
17,random,166.1258744383,tap,b
17,random,166.7668882992,tap,e
18,random,166.8237395033,stimulus,
18,random,167.5478648085,tap,b
19,random,167.5738331541,stimulus,
19,random,168.2418603851,tap,e
20,random,168.3239361623,stimulus,
21,random,169.0740705636,stimulus,
21,random,169.1469014058,tap,b
22,random,169.8243269146,stimulus,
22,random,169.9811140951,tap,e
23,random,170.5744691641,stimulus,
23,random,170.7008262697,tap,e
24,random,171.3245815299,stimulus,
24,random,171.3407981246,tap,b
25,random,172.0746893678,stimulus,
25,random,172.1679256566,tap,b
26,random,172.8247975076,stimulus,
26,random,172.990727596,tap,b
27,random,173.5749119864,stimulus,
27,random,173.6598001534,tap,b
27,random,174.2516064007,tap,e
28,random,174.3250291819,stimulus,
29,random,175.0751318883,stimulus,
29,random,175.1637168823,tap,e
30,random,175.8252572339,stimulus,
30,random,175.8576650675,tap,b
31,random,176.5753819758,stimulus,
31,random,176.623646894,tap,e
32,random,177.3254883044,stimulus,
32,random,177.4106378785,tap,e
33,random,178.075601274,stimulus,
33,random,178.138639011,tap,b
34,random,178.8257383919,stimulus,
34,random,178.8726473743,tap,b
34,random,179.4626086794,tap,e
35,random,179.5759222975,stimulus,
36,random,180.3260443227,stimulus,
36,random,180.4576211173,tap,e
37,random,181.0761805351,stimulus,
37,random,181.1765792563,tap,e
38,random,181.8262874675,stimulus,
38,random,181.871516019,tap,b
39,random,182.5764091908,stimulus,
39,random,182.6835546892,tap,e
40,random,183.3265484217,stimulus,
40,random,183.3695350909,tap,e
40,random,183.9785268898,tap,b
41,random,184.0766758803,stimulus,
42,random,184.8267810016,stimulus,
42,random,184.9234979886,tap,b
43,random,185.5769081583,stimulus,
43,random,185.7354479131,tap,b
43,random,186.21243066,tap,e
44,random,186.3270525208,stimulus,
45,random,187.0771754515,stimulus,
45,random,187.4304320672,tap,b
46,random,187.8272896284,stimulus,
46,random,187.9673938472,tap,e
47,random,188.5774176907,stimulus,
47,random,188.6294029807,tap,e
48,random,189.3275581291,stimulus,
48,random,189.3983719714,tap,e
49,random,190.0779116776,stimulus,
49,random,190.2783604767,tap,e
50,random,190.8280487956,stimulus,
50,random,190.8913029632,tap,b
50,random,191.5583078089,tap,b
51,random,191.5781596521,stimulus,
51,random,192.2943120421,tap,b
52,random,192.3284446794,stimulus,
53,random,193.078653639,stimulus,
53,random,193.1363008367,tap,b
53,random,193.7643201107,tap,e
54,random,193.8287632881,stimulus,
55,random,194.5788702205,stimulus,
55,random,194.609213361,tap,e
56,random,195.3289883215,stimulus,
56,random,195.3532608417,tap,b
56,random,196.0602504014,tap,b
57,random,196.0790961595,stimulus,
57,random,196.823168996,tap,e
58,random,196.8291916213,stimulus,
59,random,197.5793106279,stimulus,
59,random,197.6191788257,tap,e
60,random,198.3294344643,stimulus,
60,random,198.3481504244,tap,e
60,random,199.0021833224,tap,b
61,random,199.0795507542,stimulus,
61,random,199.7971375626,tap,b
62,random,199.8296540643,stimulus,
62,random,200.5600969078,tap,e
63,random,200.5797537521,stimulus,
64,random,201.3298655142,stimulus,
64,random,201.3746080781,tap,b
64,random,201.8410542492,tap,e
65,random,202.0799872375,stimulus,
66,random,202.8301225444,stimulus,
66,random,202.9840795257,tap,b
67,random,203.5802463807,stimulus,
67,random,203.7010354557,tap,e
68,random,204.33037233,stimulus,
68,random,204.3900175107,tap,b
68,random,205.0730101445,tap,b
69,random,205.0804955626,stimulus,
70,random,205.8306037024,stimulus,
70,random,205.9590297271,tap,b
70,random,206.4679666184,tap,e
71,random,206.5807154645,stimulus,
72,random,207.3308154542,stimulus,
72,random,207.4389443985,tap,e
73,random,208.0809420072,stimulus,
73,random,208.1249619284,tap,e
74,random,208.8310537693,stimulus,
74,random,208.8788873357,tap,b
75,random,209.5811917928,stimulus,
75,random,209.6299387746,tap,e
76,random,210.3313252885,stimulus,
76,random,210.4018858738,tap,e
77,random,211.0814557656,stimulus,
77,random,211.1158938808,tap,e
77,random,211.8218302659,tap,b
78,random,211.8315741685,stimulus,
78,random,212.5678696925,tap,b
79,random,212.5816702341,stimulus,
80,random,213.3318704399,stimulus,
80,random,213.3548220395,tap,b
80,random,220.6865137808,probe,2
0,alternating,225.2037975864,stimulus,
0,alternating,225.5555503569,tap,b
1,alternating,225.9539199135,stimulus,
1,alternating,226.0164976224,tap,e
2,alternating,226.7040380145,stimulus,
2,alternating,226.7635090244,tap,b
3,alternating,227.4541564174,stimulus,
3,alternating,227.5064831062,tap,e
3,alternating,228.1614970353,tap,b
4,alternating,228.2042573127,stimulus,
4,alternating,228.7804132465,tap,e
5,alternating,228.9543766212,stimulus,
6,alternating,229.7045083057,stimulus,
6,alternating,229.7254589037,tap,b
7,alternating,230.4546179548,stimulus,
7,alternating,230.5323847417,tap,e
8,alternating,231.2047285095,stimulus,
8,alternating,231.2203712765,tap,b
9,alternating,231.9548629107,stimulus,
9,alternating,231.9743585641,tap,e
9,alternating,232.6494187315,tap,b
10,alternating,232.7049746728,stimulus,
11,alternating,233.4551006221,stimulus,
11,alternating,233.5683876769,tap,e
11,alternating,234.2043044022,tap,b
12,alternating,234.2052344196,stimulus,
12,alternating,234.9542902904,tap,e
13,alternating,234.9553332019,stimulus,
14,alternating,235.7054434547,stimulus,
14,alternating,235.7213020486,tap,b
15,alternating,236.455571517,stimulus,
15,alternating,236.499315844,tap,e
16,alternating,237.2056935422,stimulus,
16,alternating,237.2782650903,tap,b
17,alternating,237.9558149637,stimulus,
17,alternating,238.0942360349,tap,e
18,alternating,238.7059342721,stimulus,
18,alternating,238.72121119,tap,b
18,alternating,239.4531753863,tap,e
19,alternating,239.4560511658,stimulus,
19,alternating,240.1561466427,tap,b
20,alternating,240.2061360627,stimulus,
21,alternating,240.9562448062,stimulus,
21,alternating,240.9816429463,tap,e
21,alternating,241.6551796479,tap,b
22,alternating,241.7066095234,stimulus,
22,alternating,242.4351497702,tap,e
23,alternating,242.4566953259,stimulus,
23,alternating,243.1441237295,tap,b
24,alternating,243.2067992397,stimulus,
24,alternating,243.8251050986,tap,e
25,alternating,243.9569248871,stimulus,
26,alternating,244.7070623069,stimulus,
26,alternating,244.7220980421,tap,b
27,alternating,245.4571831247,stimulus,
27,alternating,245.4750834707,tap,e
28,alternating,246.2073024332,stimulus,
28,alternating,246.2370554458,tap,b
28,alternating,246.9470267363,tap,e
29,alternating,246.9574226472,stimulus,
29,alternating,247.7010070812,tap,b
30,alternating,247.7075123738,stimulus,
31,alternating,248.4576102505,stimulus,
31,alternating,248.5399667536,tap,e
31,alternating,249.1540167488,tap,b
32,alternating,249.2077114477,stimulus,
