 'frameRate': 120.00032600300418, 'expName': 'FT-RNGT_MRI',,,
trial,block_type,time,stimulus,response
0,random,6.5201926673,stimulus,
0,random,7.0436221139,tap,b
1,random,7.2703635921,stimulus,
1,random,7.5175804237,tap,e
2,random,8.0204967851,stimulus,
2,random,8.0905757893,tap,b
3,random,8.770640543,stimulus,
3,random,8.7935388777,tap,b
4,random,9.5207770564,stimulus,
4,random,9.5565038799,tap,b
5,random,10.2709081365,stimulus,
5,random,10.3184941958,tap,b
6,random,11.0212505143,stimulus,
6,random,11.0604957467,tap,e
7,random,11.7714120816,stimulus,
7,random,11.7904569494,tap,e
7,random,12.4994737177,tap,b
8,random,12.5215504061,stimulus,
9,random,13.2719667381,stimulus,
9,random,13.2804101953,tap,e
10,random,14.0221050627,stimulus,
10,random,14.1144134934,tap,e
11,random,14.7722292001,stimulus,
11,random,14.814355628,tap,e
12,random,15.5223473004,stimulus,
12,random,15.5803379617,tap,e
13,random,16.2724810972,stimulus,
13,random,16.3072972274,tap,b
14,random,17.0226139883,stimulus,
14,random,17.0442961537,tap,b
14,random,17.7273296405,tap,e
15,random,17.772743861,stimulus,
16,random,18.5228649798,stimulus,
16,random,18.5432392123,tap,e
17,random,19.2729918339,stimulus,
17,random,19.2872831067,tap,e
18,random,20.0231304603,stimulus,
18,random,20.0342127243,tap,e
18,random,20.7603756994,tap,b
19,random,20.7732328643,stimulus,
19,random,21.4992165382,tap,b
20,random,21.5233313441,stimulus,
20,random,22.2091319255,tap,e
21,random,22.2734373703,stimulus,
21,random,22.9701587238,tap,e
22,random,23.0235636207,stimulus,
22,random,23.6921198927,tap,e
23,random,23.7736787025,stimulus,
23,random,24.3451436689,tap,b
24,random,24.5237977084,stimulus,
24,random,25.1920808027,tap,b
25,random,25.2739031309,stimulus,
25,random,25.954018596,tap,b
26,random,26.0240025163,stimulus,
26,random,26.742005475,tap,e
27,random,26.7741064295,stimulus,
28,random,27.5242263409,stimulus,
28,random,27.5830326114,tap,e
29,random,28.2743643636,stimulus,
29,random,28.3289661112,tap,b
30,random,29.0244824639,stimulus,
30,random,29.0869315072,tap,b
30,random,29.7529434528,tap,e
31,random,29.7745803401,stimulus,
31,random,30.4818928413,tap,e
32,random,30.5246797255,stimulus,
32,random,31.27394207,tap,e
33,random,31.2747857517,stimulus,
33,random,31.9648581694,tap,e
34,random,32.0250264047,stimulus,
34,random,32.7208723819,tap,b
35,random,32.7751348457,stimulus,
35,random,33.5098200619,tap,b
36,random,33.5252372496,stimulus,
37,random,34.2753580666,stimulus,
37,random,34.2757863973,tap,b
37,random,34.9987584749,tap,e
38,random,35.0254770725,stimulus,
38,random,35.6940774153,tap,b
39,random,35.7755761561,stimulus,
40,random,36.5259381544,stimulus,
40,random,36.7807294058,tap,b
41,random,37.2762895878,stimulus,
41,random,37.3426926152,tap,b
42,random,38.0264227808,stimulus,
42,random,38.1186663129,tap,b
43,random,38.7768578277,stimulus,
43,random,38.7836347495,tap,b
43,random,39.4926539327,tap,e
44,random,39.5269704947,stimulus,
44,random,40.2706071882,tap,e
45,random,40.2770816524,stimulus,
46,random,41.0271831508,stimulus,
46,random,41.0795774408,tap,e
46,random,41.7665525357,tap,b
47,random,41.777295214,stimulus,
47,random,42.4815348425,tap,b
48,random,42.5273961087,stimulus,
48,random,43.2735179653,tap,b
49,random,43.2775081719,stimulus,
49,random,43.9795155909,tap,b
50,random,44.0276160092,stimulus,
51,random,44.7777377318,stimulus,
51,random,44.827518269,tap,e
51,random,45.4824428191,tap,e
52,random,45.52786036,stimulus,
53,random,46.2779805733,stimulus,
53,random,46.3804469913,tap,e
54,random,47.0281113515,stimulus,
54,random,47.1253949381,tap,e
55,random,47.7782466575,stimulus,
55,random,47.891422248,tap,e
56,random,48.5284103378,stimulus,
56,random,48.6143979479,tap,e
56,random,49.2753456906,tap,b
57,random,49.2785269288,stimulus,
58,random,50.0286420106,stimulus,
58,random,50.1023517135,tap,b
58,random,50.7752875838,tap,b
59,random,50.7787498479,stimulus,
60,random,51.5288860595,stimulus,
60,random,51.5503463623,tap,b
61,random,52.2790171396,stimulus,
61,random,52.2892333847,tap,b
62,random,53.0291403714,stimulus,
62,random,53.0582744039,tap,e
63,random,53.7792783941,stimulus,
63,random,53.8392111833,tap,e
