 'frameRate': 120.00394840259024, 'expName': 'FT-RNGT_MRI',,,
35,alternating,101.3314007524,stimulus,
35,alternating,101.3554314861,tap,b
36,alternating,102.0815390778,stimulus,
36,alternating,102.1024721681,tap,e
37,alternating,102.8316934015,stimulus,
37,alternating,102.8624805718,tap,b
37,alternating,103.4904098929,tap,e
38,alternating,103.5817991265,stimulus,
39,alternating,104.3319235665,stimulus,
39,alternating,104.3334062818,tap,b
40,alternating,105.0820555529,stimulus,
40,alternating,105.1453706954,tap,e
41,alternating,105.8321953876,stimulus,
41,alternating,105.9473639091,tap,b
42,alternating,106.5823152998,stimulus,
42,alternating,106.6873179244,tap,e
43,alternating,107.3324391361,stimulus,
43,alternating,107.3933010972,tap,b
44,alternating,108.082553313,stimulus,
44,alternating,108.1182752206,tap,e
45,alternating,108.8326801679,stimulus,
45,alternating,108.8842754602,tap,b
46,alternating,109.5827943448,stimulus,
46,alternating,109.611236398,tap,e
47,alternating,110.3329245201,stimulus,
47,alternating,110.3822329535,tap,b
48,alternating,111.0830501675,stimulus,
48,alternating,111.1602878013,tap,e
49,alternating,111.8331755131,stimulus,
49,alternating,111.8434150628,tap,b
50,alternating,112.5833011605,stimulus,
50,alternating,112.6412275748,tap,e
51,alternating,113.333451862,stimulus,
51,alternating,113.4011629293,tap,b
51,alternating,114.0551387767,tap,e
52,alternating,114.0835711705,stimulus,
52,alternating,114.8131419528,tap,b
53,alternating,114.8336624064,stimulus,
54,alternating,115.5837711499,stimulus,
54,alternating,115.6061006248,tap,e
55,alternating,116.333899514,stimulus,
55,alternating,116.3611332388,tap,b
56,alternating,117.0840459895,stimulus,
56,alternating,117.1090640933,tap,e
56,alternating,117.8300597584,tap,b
57,alternating,117.8341526201,stimulus,
57,alternating,118.5760569252,tap,e
58,alternating,118.5842423467,stimulus,
59,alternating,119.3343568255,stimulus,
59,alternating,119.3605823521,tap,b
60,alternating,120.0844779451,stimulus,
60,alternating,120.1150175937,tap,e
61,alternating,120.8345945368,stimulus,
61,alternating,120.8519835392,tap,b
62,alternating,121.5847129397,stimulus,
62,alternating,121.6329872155,tap,e
63,alternating,122.3348675653,stimulus,
63,alternating,122.3770005865,tap,b
63,alternating,123.0402772122,tap,e
64,alternating,123.0849820441,stimulus,
65,alternating,123.8350856561,stimulus,
65,alternating,123.8999369423,tap,b
66,alternating,124.585212511,stimulus,
66,alternating,124.6159115394,tap,e
67,alternating,125.3353396677,stimulus,
67,alternating,125.3418866164,tap,b
68,alternating,126.0854499205,stimulus,
68,alternating,126.0968356163,tap,e
69,alternating,126.8355710401,stimulus,
69,alternating,126.8738828697,tap,b
69,alternating,127.5438522404,tap,e
70,alternating,127.5856888393,stimulus,
71,alternating,128.3358211275,stimulus,
71,alternating,128.3548576584,tap,b
72,alternating,129.0859519065,stimulus,
72,alternating,129.1618118708,tap,e
73,alternating,129.8360630649,stimulus,
73,alternating,129.9057811709,tap,b
74,alternating,130.58617694,stimulus,
74,alternating,130.6037718079,tap,e
75,alternating,131.3363068134,stimulus,
75,alternating,131.3727574007,tap,b
76,alternating,132.0864285367,stimulus,
76,alternating,132.1067150521,tap,e
77,alternating,132.8365668621,stimulus,
77,alternating,132.8767103522,tap,b
78,alternating,133.5867015652,stimulus,
78,alternating,133.6306922065,tap,e
78,alternating,140.3943041637,probe,1
0,random,144.909145051,stimulus,
1,random,145.6592815653,stimulus,
2,random,146.4094138535,stimulus,
2,random,146.4144500144,tap,b
3,random,147.1595639513,stimulus,
3,random,147.2033864589,tap,b
4,random,147.9097940408,stimulus,
4,random,147.9313546892,tap,b
5,random,148.6599193864,stimulus,
5,random,148.7273439927,tap,b
5,random,149.3683515146,tap,e
6,random,149.410040506,stimulus,
7,random,150.1601613238,stimulus,
7,random,150.1813138632,tap,e
8,random,150.9103174586,stimulus,
8,random,150.9792975274,tap,e
9,random,151.6604503506,stimulus,
9,random,151.684280954,tap,e
10,random,152.410588676,stimulus,
10,random,152.4333147893,tap,e
10,random,153.1292860116,tap,b
11,random,153.1606995325,stimulus,
11,random,153.8802221417,tap,e
12,random,153.9109552798,stimulus,
12,random,154.6371941787,tap,e
13,random,154.6610456101,stimulus,
14,random,155.4111754835,stimulus,
14,random,155.4752289651,tap,e
14,random,156.1181783249,tap,e
15,random,156.1613113941,stimulus,
15,random,156.889177899,tap,e
16,random,156.9114041392,stimulus,
16,random,157.6031312701,tap,e
17,random,157.6615038271,stimulus,
17,random,158.3901500253,tap,e
18,random,158.4115968741,stimulus,
19,random,159.1616980712,stimulus,
19,random,159.2240982891,tap,b
20,random,159.9118225113,stimulus,
20,random,159.9330710408,tap,b
20,random,160.6580512014,tap,b
21,random,160.6619394049,stimulus,
22,random,161.4120475447,stimulus,
22,random,161.4340489024,tap,e
22,random,162.1380105474,tap,b
23,random,162.1621674569,stimulus,
23,random,162.8950450686,tap,e
24,random,162.9122514482,stimulus,
24,random,163.6230244675,tap,e
25,random,163.6623538528,stimulus,
25,random,164.3819981098,tap,e
26,random,164.4124472017,stimulus,
27,random,165.1625487006,stimulus,
27,random,165.2075979499,tap,b
28,random,165.9126831019,stimulus,
28,random,166.0359630903,tap,b
29,random,166.6627993918,stimulus,
29,random,166.6949177458,tap,b
30,random,167.4129002871,stimulus,
30,random,167.5078930743,tap,b
31,random,168.1630259345,stimulus,
31,random,168.216004028,tap,b
32,random,168.9131555061,stimulus,
32,random,168.9938834976,tap,e
33,random,169.6632702867,stimulus,
33,random,169.6918367045,tap,e
34,random,170.4133947268,stimulus,
34,random,170.4458508573,tap,e
35,random,171.1635043759,stimulus,
35,random,171.2128345429,tap,e
36,random,171.9136182509,stimulus,
36,random,171.9599926468,tap,e
36,random,172.6608406501,tap,b
37,random,172.6637188443,stimulus,
37,random,173.4138387565,tap,b
38,random,173.4140497537,stimulus,
39,random,174.1641530638,stimulus,
39,random,174.2017597585,tap,b
40,random,174.9142648259,stimulus,
40,random,175.019730799,tap,b
41,random,175.6643796065,stimulus,
41,random,175.7547241175,tap,b
41,random,176.4077135003,tap,b
42,random,176.414484124,stimulus,
43,random,177.164596188,stimulus,
43,random,177.2107263826,tap,b
43,random,177.9096696763,tap,b
44,random,177.9147046297,stimulus,
45,random,178.6648052231,stimulus,
45,random,178.7326469939,tap,b
46,random,179.4149242297,stimulus,
46,random,179.4606484283,tap,e
47,random,180.1650344825,stimulus,
47,random,180.1736062793,tap,e
47,random,180.8605873327,tap,e
48,random,180.9151281332,stimulus,
48,random,181.6315814734,tap,e
49,random,181.6652157468,stimulus,
49,random,182.4056053399,tap,e
50,random,182.415304266,stimulus,
50,random,183.1635520691,tap,b
51,random,183.1653924834,stimulus,
52,random,183.9154906619,stimulus,
52,random,183.9715187055,tap,e
52,random,184.659516409,tap,b
53,random,184.6656000092,stimulus,
53,random,185.4025354673,tap,b
54,random,185.41570181,stimulus,
55,random,186.1658168925,stimulus,
55,random,186.2114991332,tap,b
56,random,186.9159377103,stimulus,
56,random,187.0264721428,tap,b
57,random,187.6660754319,stimulus,
57,random,187.809455087,tap,e
58,random,188.4162309631,stimulus,
58,random,188.4684637747,tap,e
58,random,189.1413861999,tap,e
59,random,189.1663707978,stimulus,
60,random,189.9164762209,stimulus,
60,random,189.9473693425,tap,e
61,random,190.6665852662,stimulus,
61,random,190.7183779723,tap,e
61,random,191.395360055,tap,b
62,random,191.4166909912,stimulus,
63,random,192.1668087904,stimulus,
63,random,192.2223384702,tap,e
63,random,192.9112873211,tap,e
64,random,192.9169181376,stimulus,
64,random,193.60734095,tap,e
65,random,193.6670280886,stimulus,
65,random,194.363300261,tap,b
66,random,194.4171220412,stimulus,
67,random,195.1672283698,stimulus,
67,random,195.2022907227,tap,b
67,random,195.9082422006,tap,b
68,random,195.9173322837,stimulus,
68,random,196.6552080224,tap,b
69,random,196.6674325752,stimulus,
70,random,197.4175404132,stimulus,
70,random,197.4822293011,tap,e
71,random,198.1676657588,stimulus,
71,random,198.2121592917,tap,e
72,random,198.9177886895,stimulus,
72,random,198.9851852232,tap,e
73,random,199.66791645,stimulus,
73,random,199.7581462557,tap,e
74,random,200.4180378714,stimulus,
74,random,200.5031427708,tap,e
75,random,201.1681583873,stimulus,
75,random,201.3341274151,tap,e
76,random,201.9182719605,stimulus,
76,random,202.0281033711,tap,b
77,random,202.6684054562,stimulus,
77,random,202.7351554149,tap,b
78,random,203.4185250666,stimulus,
78,random,203.4640590961,tap,b
79,random,204.1686280748,stimulus,
79,random,204.3000479045,tap,b
79,random,211.7190121711,probe,0
0,alternating,216.2348129596,stimulus,
0,alternating,216.563793131,tap,e
1,alternating,216.9850309749,stimulus,
1,alternating,217.0647631444,tap,b
1,alternating,217.7227506542,tap,e
2,alternating,217.7352625737,stimulus,
3,alternating,218.485388523,stimulus,
3,alternating,218.5027732994,tap,b
4,alternating,219.2355247354,stimulus,
4,alternating,219.2579420503,tap,e
5,alternating,219.985647968,stimulus,
5,alternating,220.0316839836,tap,b
6,alternating,220.7357518818,stimulus,
6,alternating,220.7596724382,tap,e
7,alternating,221.4858554938,stimulus,
7,alternating,221.4876346314,tap,b
7,alternating,222.2076371912,tap,e
8,alternating,222.2359621244,stimulus,
9,alternating,222.9860829421,stimulus,
9,alternating,223.0086608443,tap,b
9,alternating,223.7346558437,tap,e
10,alternating,223.7362146267,stimulus,
11,alternating,224.4863333314,stimulus,
11,alternating,224.489606353,tap,b
12,alternating,225.2364571677,stimulus,
12,alternating,225.2425253732,tap,e
13,alternating,225.986578891,stimulus,
13,alternating,226.0535344135,tap,b
14,alternating,226.7367229517,stimulus,
14,alternating,226.7755711789,tap,e
15,alternating,227.4868811996,stimulus,
15,alternating,227.5275028291,tap,b
16,alternating,228.2370201286,stimulus,
16,alternating,228.4185437816,tap,e
17,alternating,228.9871382297,stimulus,
17,alternating,229.0904897036,tap,b
18,alternating,229.7372397287,stimulus,
18,alternating,229.7936257732,tap,e
18,alternating,230.4494166789,tap,b
19,alternating,230.4873475666,stimulus,
20,alternating,231.2374599324,stimulus,
20,alternating,231.2704461216,tap,e
21,alternating,231.9875822595,stimulus,
21,alternating,232.0304038135,tap,b
22,alternating,232.737691003,stimulus,
22,alternating,232.7633897914,tap,e
23,alternating,233.4878293284,stimulus,
23,alternating,233.5624477601,tap,b
24,alternating,234.2379592018,stimulus,
24,alternating,234.2383534254,tap,e
25,alternating,234.988068549,stimulus,
25,alternating,235.0423494517,tap,b
26,alternating,235.7381896686,stimulus,
26,alternating,235.8353005774,tap,e
27,alternating,236.488309279,stimulus,
27,alternating,236.5598928533,tap,b
28,alternating,237.2384213429,stimulus,
28,alternating,237.2892985205,tap,e
29,alternating,237.9885321994,stimulus,
29,alternating,238.1652587613,tap,b
30,alternating,238.7386605635,stimulus,
30,alternating,238.8473020589,tap,e
31,alternating,239.4887765516,stimulus,
31,alternating,239.5182153324,tap,b
32,alternating,240.2389000861,stimulus,
32,alternating,240.2602328334,tap,e
33,alternating,240.9890112444,stimulus,
33,alternating,241.0331908474,tap,b
34,alternating,241.7391118378,stimulus,
34,alternating,241.7881652032,tap,e
35,alternating,242.4892308445,stimulus,
35,alternating,242.5001613419,tap,b
35,alternating,243.2321339901,tap,e
36,alternating,243.2393522659,stimulus,
37,alternating,243.9894712725,stimulus,
37,alternating,244.0641549051,tap,b
38,alternating,244.7396141258,stimulus,
38,alternating,244.8154312266,tap,e
39,alternating,245.4897621105,stimulus,
39,alternating,245.5171075219,tap,b
40,alternating,246.2398928895,stimulus,
40,alternating,246.2830929707,tap,e
41,alternating,246.9900233667,stimulus,
41,alternating,247.0390435279,tap,b
42,alternating,247.7401562586,stimulus,
42,alternating,247.7860501002,tap,e
43,alternating,248.490303036,stimulus,
43,alternating,248.5080596986,tap,b
44,alternating,249.2404470966,stimulus,
44,alternating,249.2760141522,tap,e
44,alternating,249.9849594351,tap,b
45,alternating,249.9905727441,stimulus,
46,alternating,250.7406829969,stimulus,
46,alternating,250.7839700124,tap,e
46,alternating,251.4549638815,tap,b
47,alternating,251.490782081,stimulus,
48,alternating,252.2408929375,stimulus,
48,alternating,252.2739150475,tap,e
48,alternating,252.9579976824,tap,b
49,alternating,252.990999568,stimulus,
50,alternating,253.7411288378,stimulus,
50,alternating,253.7529661098,tap,e
51,alternating,254.491269578,stimulus,
51,alternating,254.5739409166,tap,b
52,alternating,255.2413958291,stimulus,
52,alternating,255.3168639847,tap,e
53,alternating,255.991524797,stimulus,
53,alternating,256.0248520832,tap,b
54,alternating,256.7416504444,stimulus,
54,alternating,256.776834747,tap,e
55,alternating,257.4917585842,stimulus,
55,alternating,257.5357987299,tap,b
56,alternating,258.2418712519,stimulus,
56,alternating,258.2607885498,tap,e
57,alternating,258.992240195,stimulus,
57,alternating,259.0048278804,tap,b
58,alternating,259.7423658425,stimulus,
58,alternating,259.8097421518,tap,e
59,alternating,260.4924857547,stimulus,
59,alternating,260.496750976,tap,b
59,alternating,261.1897416749,tap,e
60,alternating,261.2425984223,stimulus,
61,alternating,261.9927023362,stimulus,
61,alternating,262.041706499,tap,b
61,alternating,262.738695277,tap,e
62,alternating,262.7428071556,stimulus,
63,alternating,263.4929394438,stimulus,
63,alternating,263.5757457119,tap,b
64,alternating,264.2430868249,stimulus,
64,alternating,264.3486687106,tap,e
65,alternating,264.9932043222,stimulus,
65,alternating,265.0716297583,tap,b
66,alternating,265.7433221214,stimulus,
66,alternating,265.7686306104,tap,e
67,alternating,266.4934317705,stimulus,
67,alternating,266.4975883237,tap,b
67,alternating,267.2415751314,tap,e
68,alternating,267.2435356843,stimulus,
69,alternating,267.9936531817,stimulus,
69,alternating,268.0055698417,tap,b
70,alternating,268.7437845644,stimulus,
70,alternating,268.751591157,tap,e
71,alternating,269.4939334547,stimulus,
71,alternating,269.7355656369,tap,b
72,alternating,270.2440548762,stimulus,
72,alternating,270.3655146746,tap,e
73,alternating,270.9941687512,stimulus,
73,alternating,271.1144947796,tap,b
74,alternating,271.7442868523,stimulus,
74,alternating,271.8684606354,tap,e
75,alternating,272.4944037459,stimulus,
75,alternating,272.5004698384,tap,b
76,alternating,273.2445441843,stimulus,
76,alternating,273.302457015,tap,e
76,alternating,273.9874479337,tap,b
76,alternating,280.3671326212,probe,0
0,random,284.8832769215,stimulus,
0,random,285.1271567214,tap,b
1,random,285.6333938152,stimulus,
1,random,285.7191748714,tap,e
1,random,286.2951264489,tap,e
2,random,286.3834950123,stimulus,
3,random,287.1335947001,stimulus,
3,random,287.1431562819,tap,e
4,random,287.8837393645,stimulus,
4,random,287.9971402189,tap,e
5,random,288.6338970086,stimulus,
5,random,288.7251567461,tap,e
6,random,289.3840199394,stimulus,
6,random,289.5531186073,tap,e
7,random,290.1341440775,stimulus,
7,random,290.2370584643,tap,e
8,random,290.8842594619,stimulus,
8,random,290.8960351553,tap,e
9,random,291.634371224,stimulus,
9,random,291.6369846908,tap,e
10,random,292.3844847972,stimulus,
10,random,292.3950292211,tap,e
10,random,293.1239748602,tap,e
11,random,293.134590824,stimulus,
12,random,293.8847074158,stimulus,
12,random,293.9229914747,tap,e
13,random,294.6348324595,stimulus,
13,random,294.6659531804,tap,e
13,random,295.3848980377,tap,b
14,random,295.3850812641,stimulus,
15,random,296.1351999688,stimulus,
15,random,296.1409469999,tap,b
16,random,296.8853328608,stimulus,
16,random,296.9179166764,tap,b
17,random,297.6354473396,stimulus,
17,random,297.6393394672,tap,e
17,random,298.3078738159,tap,e
18,random,298.3858030011,stimulus,
18,random,299.1028585435,tap,e
19,random,299.1358909166,stimulus,
20,random,299.8860232049,stimulus,
20,random,299.8868521007,tap,e
21,random,300.6362303533,stimulus,
21,random,300.6607682047,tap,e
21,random,301.3267995657,tap,b
22,random,301.3864528965,stimulus,
22,random,302.1057886569,tap,b
23,random,302.1365528862,stimulus,
23,random,302.8737409975,tap,b
24,random,302.8866513666,stimulus,
25,random,303.6367827493,stimulus,
25,random,303.6567728424,tap,b
26,random,304.3869180561,stimulus,
26,random,304.4356867716,tap,e
27,random,305.1370467221,stimulus,
27,random,305.1647296082,tap,e
27,random,305.8866948338,tap,e
28,random,305.8871590879,stimulus,
29,random,306.6374558876,stimulus,
29,random,306.6506889404,tap,e
30,random,307.3875830443,stimulus,
30,random,307.4466930348,tap,e
31,random,308.1377108047,stimulus,
31,random,308.1516245422,tap,b
32,random,308.8878518468,stimulus,
32,random,308.9310051403,tap,e
33,random,309.637975985,stimulus,
33,random,309.6655812941,tap,b
34,random,310.3880934823,stimulus,
34,random,310.3895891774,tap,e
35,random,311.1382188279,stimulus,
35,random,311.2025744671,tap,e
35,random,311.8775253627,tap,e
36,random,311.8883302881,stimulus,
37,random,312.6384414465,stimulus,
37,random,312.7065654524,tap,e
38,random,313.3885737347,stimulus,
38,random,313.3925648711,tap,e
39,random,314.1387301715,stimulus,
39,random,314.1545597872,tap,b
40,random,314.8888715154,stimulus,
40,random,314.9308182916,tap,e
41,random,315.6390022944,stimulus,
41,random,315.7154680831,tap,b
42,random,316.3891460532,stimulus,
42,random,316.5424721561,tap,e
43,random,317.1392738136,stimulus,
43,random,317.1964163085,tap,e
44,random,317.8893867831,stimulus,
44,random,317.9344016208,tap,e
45,random,318.6394937155,stimulus,
45,random,318.661376444,tap,e
46,random,319.3896266075,stimulus,
46,random,319.4264125565,tap,e
47,random,320.139768857,stimulus,
47,random,320.146409381,tap,e
48,random,320.889889071,stimulus,
48,random,320.9483213954,tap,e
48,random,321.5113363424,tap,e
49,random,321.640003248,stimulus,
50,random,322.3901228583,stimulus,
50,random,322.4462921704,tap,e
50,random,323.1264573217,tap,e
51,random,323.1402183202,stimulus,
52,random,323.8903321952,stimulus,
52,random,323.9593086417,tap,e
53,random,324.6404632761,stimulus,
53,random,324.6732348459,tap,e
53,random,325.370258639,tap,e
54,random,325.3905683973,stimulus,
55,random,326.1406804613,stimulus,
55,random,326.212250754,tap,e
55,random,326.8091656074,tap,e
56,random,326.8907873937,stimulus,
56,random,327.6101992218,tap,e
57,random,327.6408855722,stimulus,
57,random,328.3712194458,tap,e
58,random,328.3909777137,stimulus,
59,random,329.1411003426,stimulus,
59,random,329.1461968745,tap,b
60,random,329.8912193492,stimulus,
60,random,329.9371219446,tap,b
60,random,330.6011363057,tap,b
61,random,330.6413199426,stimulus,
61,random,331.3430686833,tap,b
62,random,331.3914126878,stimulus,
62,random,332.09405794,tap,b
63,random,332.1414984903,stimulus,
64,random,332.8918179291,stimulus,
64,random,332.9860542658,tap,e
64,random,333.6360839533,tap,e
65,random,333.6419233522,stimulus,
65,random,334.3820823275,tap,e
66,random,334.3920263605,stimulus,
66,random,335.0679791152,tap,e
67,random,335.1421175963,stimulus,
68,random,335.8922426401,stimulus,
68,random,335.926007617,tap,e
68,random,336.6209368334,tap,e
69,random,336.6423489688,stimulus,
69,random,337.3840181282,tap,e
70,random,337.3924522789,stimulus,
70,random,338.1289246903,tap,b
71,random,338.1425543816,stimulus,
71,random,338.8629022642,tap,e
72,random,338.892654975,stimulus,
73,random,339.6427718686,stimulus,
73,random,339.6759204562,tap,b
74,random,340.3929237775,stimulus,
74,random,340.4329048693,tap,e
75,random,341.1430476138,stimulus,
75,random,341.2198707997,tap,e
76,random,341.8931705446,stimulus,
76,random,341.9348387079,tap,e
76,random,342.6418228342,tap,e
77,random,342.6434220658,stimulus,
77,random,343.3798069391,tap,e
77,random,350.0315324521,probe,0
0,random,354.547054024,stimulus,
1,random,355.2971775585,stimulus,
1,random,355.4395321116,tap,b
2,random,356.0473050171,stimulus,
2,random,356.1145575655,tap,b
3,random,356.7974427387,stimulus,
3,random,356.8745466504,tap,b
4,random,357.5475756307,stimulus,
4,random,357.5604866035,tap,b
4,random,358.2904401388,tap,b
5,random,358.297676526,stimulus,
5,random,359.040501491,tap,b
6,random,359.0477777231,stimulus,
6,random,359.7564111891,tap,b
7,random,359.7978653367,stimulus,
8,random,360.5479743821,stimulus,
8,random,360.6596051546,tap,e
9,random,361.2981003314,stimulus,
9,random,361.3284247569,tap,b
9,random,362.0263661914,tap,e
10,random,362.0482105842,stimulus,
11,random,362.7983238556,stimulus,
11,random,362.8533756978,tap,b
12,random,363.5484492012,stimulus,
12,random,363.5603555981,tap,e
12,random,364.1793886275,tap,e
