 'frameRate': 119.98953258837278, 'expName': 'FT-RNGT_MRI',,,
trial,block_type,time,stimulus,response
0,alternating,6.5190969953,stimulus,
1,alternating,7.26926294,stimulus,
1,alternating,7.5465054118,tap,b
2,alternating,8.0193902473,stimulus,
2,alternating,8.1355533346,tap,e
3,alternating,8.7695423066,stimulus,
3,alternating,9.0075029031,tap,b
4,alternating,9.5196747454,stimulus,
4,alternating,9.7844617823,tap,e
5,alternating,10.2701174909,stimulus,
5,alternating,10.4235176891,tap,b
6,alternating,11.0202592872,stimulus,
6,alternating,11.1164293233,tap,e
7,alternating,11.7703884056,stimulus,
7,alternating,11.8624266531,tap,b
8,alternating,12.5207387836,stimulus,
8,alternating,12.5833854284,tap,e
9,alternating,13.2708784669,stimulus,
9,alternating,13.3084237715,tap,b
10,alternating,14.0210087927,stimulus,
10,alternating,14.0469495912,tap,e
11,alternating,14.7711249314,stimulus,
11,alternating,14.8003179135,tap,b
12,alternating,15.5212549553,stimulus,
12,alternating,15.5883578827,tap,e
12,alternating,16.2602667612,tap,b
13,alternating,16.2713680754,stimulus,
14,alternating,17.0214999105,stimulus,
14,alternating,17.0297073427,tap,e
14,alternating,17.7492446838,tap,b
15,alternating,17.7716115213,stimulus,
16,alternating,18.5217077375,stimulus,
16,alternating,18.6272461394,tap,e
17,alternating,19.2718332337,stimulus,
17,alternating,19.2922147721,tap,b
18,alternating,20.0219560131,stimulus,
18,alternating,20.0551893218,tap,e
19,alternating,20.7720796981,stimulus,
19,alternating,20.7802164963,tap,b
20,alternating,21.5222154573,stimulus,
20,alternating,21.5561581248,tap,e
20,alternating,22.2641027321,tap,b
21,alternating,22.2723337089,stimulus,
22,alternating,23.0224691663,stimulus,
22,alternating,23.0771628425,tap,e
23,alternating,23.7726010014,stimulus,
23,alternating,23.8950879469,tap,b
24,alternating,24.5227243845,stimulus,
24,alternating,24.5590897387,tap,e
24,alternating,25.2330319112,tap,b
25,alternating,25.2728698031,stimulus,
25,alternating,26.0050615014,tap,e
26,alternating,26.022999827,stimulus,
26,alternating,26.7670181967,tap,b
27,alternating,26.77310691,stimulus,
28,alternating,27.5232275765,stimulus,
28,alternating,27.576024699,tap,e
28,alternating,28.2349942693,tap,b
29,alternating,28.2733413003,stimulus,
30,alternating,29.0234387239,stimulus,
30,alternating,29.0499723652,tap,e
30,alternating,29.7719565414,tap,b
31,alternating,29.7735491273,stimulus,
32,alternating,30.5236731142,stimulus,
32,alternating,30.5379762024,tap,e
33,alternating,31.2738137031,stimulus,
33,alternating,31.2739428969,tap,b
33,alternating,31.9728807604,tap,e
34,alternating,32.0239253139,stimulus,
34,alternating,32.7028483925,tap,b
35,alternating,32.774017606,stimulus,
35,alternating,33.4288738008,tap,e
36,alternating,33.5241265001,stimulus,
36,alternating,34.1528333149,tap,b
37,alternating,34.2742157737,stimulus,
37,alternating,34.9127929388,tap,e
38,alternating,35.0243237622,stimulus,
38,alternating,35.635820627,tap,b
39,alternating,35.774420884,stimulus,
39,alternating,36.4427539904,tap,e
40,alternating,36.5245249485,stimulus,
40,alternating,37.1587466505,tap,b
41,alternating,37.2746196554,stimulus,
41,alternating,37.927703057,tap,e
42,alternating,38.024725531,stimulus,
42,alternating,38.6487234107,tap,b
43,alternating,38.7748166157,stimulus,
43,alternating,39.3487068993,tap,e
44,alternating,39.5249185671,stimulus,
44,alternating,40.1626493313,tap,b
45,alternating,40.275021726,stimulus,
45,alternating,40.9716621726,tap,e
46,alternating,41.0251254886,stimulus,
46,alternating,41.7216213467,tap,b
47,alternating,41.7752217048,stimulus,
47,alternating,42.4395999096,tap,e
48,alternating,42.5253142988,stimulus,
48,alternating,43.2006142142,tap,b
49,alternating,43.2754358708,stimulus,
49,alternating,43.9246102526,tap,e
50,alternating,44.0255260499,stimulus,
50,alternating,44.583556882,tap,b
51,alternating,44.7756156253,stimulus,
51,alternating,45.3715787399,tap,e
52,alternating,45.5257266324,stimulus,
52,alternating,46.0695247085,tap,b
53,alternating,46.275846997,stimulus,
53,alternating,46.8674597801,tap,e
54,alternating,47.025937478,stimulus,
54,alternating,47.6064616247,tap,b
55,alternating,47.7760309775,stimulus,
55,alternating,48.3224654535,tap,e
56,alternating,48.5261317216,stimulus,
56,alternating,49.0504474847,tap,b
57,alternating,49.276246351,stimulus,
57,alternating,49.8064072305,tap,e
58,alternating,50.0263458876,stimulus,
58,alternating,50.5373537778,tap,b
59,alternating,50.7764529706,stimulus,
59,alternating,51.2913725972,tap,e
60,alternating,51.5265811834,stimulus,
60,alternating,52.0653868828,tap,b
61,alternating,52.276689172,stimulus,
61,alternating,52.8473239515,tap,e
62,alternating,53.0268089328,stimulus,
62,alternating,53.6663287905,tap,b
63,alternating,53.7769193362,stimulus,
63,alternating,54.4612773107,tap,e
64,alternating,54.5270194766,stimulus,
64,alternating,55.2372889695,tap,b
65,alternating,55.2771178058,stimulus,
65,alternating,55.9602342514,tap,e
66,alternating,56.0272215684,stimulus,
66,alternating,56.6932162056,tap,b
67,alternating,56.7773223124,stimulus,
67,alternating,57.4312279665,tap,e
68,alternating,57.527426075,stimulus,
68,alternating,58.1991882521,tap,b
69,alternating,58.2775283283,stimulus,
69,alternating,58.9621866483,tap,e
70,alternating,59.027621526,stimulus,
70,alternating,59.7651533377,tap,b
71,alternating,59.7777207608,stimulus,
71,alternating,60.475183158,tap,e
72,alternating,60.5278094306,stimulus,
72,alternating,61.2141391207,tap,b
73,alternating,61.277899006,stimulus,
73,alternating,61.8730881648,tap,e
74,alternating,62.0279919018,stimulus,
74,alternating,62.6340623228,tap,b
75,alternating,62.7780875143,stimulus,
75,alternating,63.4140925746,tap,e
76,alternating,63.5281752786,stimulus,
76,alternating,64.1710867769,tap,b
77,alternating,64.2782705893,stimulus,
77,alternating,64.9500013734,tap,e
77,alternating,71.6523613649,probe,0
0,random,76.1676151448,stimulus,
0,random,76.4267454226,tap,e
1,random,76.9177847117,stimulus,
1,random,76.9290103901,tap,b
2,random,77.6678875687,stimulus,
2,random,77.6946702402,tap,b
2,random,78.4107163286,tap,e
3,random,78.4179865017,stimulus,
3,random,79.1406670569,tap,b
4,random,79.168082416,stimulus,
4,random,79.8705990701,tap,b
5,random,79.9181744063,stimulus,
5,random,80.606633682,tap,e
6,random,80.6682712262,stimulus,
6,random,81.3855685028,tap,e
7,random,81.4183601979,stimulus,
8,random,82.1684715069,stimulus,
8,random,82.2215876899,tap,e
8,random,82.8865258353,tap,b
9,random,82.918574062,stimulus,
9,random,83.6455373333,tap,e
10,random,83.6686594115,stimulus,
10,random,84.3315425294,tap,b
11,random,84.4187613629,stimulus,
12,random,85.1689840563,stimulus,
12,random,85.188485688,tap,b
13,random,85.9193009284,stimulus,
13,random,85.9434873467,tap,b
13,random,86.6144333083,tap,e
14,random,86.6694185763,stimulus,
14,random,87.3396047694,tap,e
15,random,87.4195329038,stimulus,
15,random,87.9844248957,tap,b
16,random,88.1696254978,stimulus,
16,random,88.7913860297,tap,b
17,random,88.9197165825,stimulus,
17,random,89.6544019034,tap,b
18,random,89.6698127987,stimulus,
18,random,90.3893450083,tap,b
19,random,90.4199066001,stimulus,
19,random,91.0513458046,tap,e
20,random,91.1699988922,stimulus,
20,random,91.7452873673,tap,b
21,random,91.9200969195,stimulus,
21,random,92.4792729887,tap,e
22,random,92.6701955506,stimulus,
22,random,93.2413220516,tap,e
23,random,93.4203255746,stimulus,
23,random,93.9782447203,tap,b
24,random,94.1704205834,stimulus,
24,random,94.7092628072,tap,e
25,random,94.9205234404,stimulus,
25,random,95.3505572693,tap,b
26,random,95.6706495402,stimulus,
26,random,96.3872338358,tap,b
27,random,96.4207683956,stimulus,
27,random,97.1431742629,tap,b
28,random,97.1708721581,stimulus,
28,random,97.891156288,tap,b
29,random,97.9209550928,stimulus,
29,random,98.6511533419,tap,e
30,random,98.6710377255,stimulus,
30,random,99.381120974,tap,b
31,random,99.421123075,stimulus,
31,random,100.107101406,tap,e
32,random,100.1712171782,stimulus,
32,random,100.8810532076,tap,b
33,random,100.9213155074,stimulus,
33,random,101.6550433448,tap,e
34,random,101.6714053847,stimulus,
35,random,102.4215079398,stimulus,
35,random,102.4480349403,tap,e
35,random,103.1160163859,tap,b
36,random,103.1716050616,stimulus,
36,random,103.8429941461,tap,b
37,random,103.9216949389,stimulus,
37,random,104.6679763141,tap,b
38,random,104.6718035312,stimulus,
38,random,105.368956829,tap,e
39,random,105.4219100104,stimulus,
