, 'frameRate': 120.01546894074461, 'expName': 'FT-RNGT_MRI'
#MRI,,
time,,
1.7997522391,,
3.5996641584,,
5.3995866425,,
7.1995224082,,
8.9994645128,,
10.799380658,,
12.5993849444,,
14.3993173897,,
16.1992033496,,
17.9991204004,,
19.7991603054,,
21.599067395,,
23.3989995385,,
25.1989374171,,
26.998846016,,
28.7988004966,,
30.5987453179,,
32.3986988929,,
34.1986868791,,
35.9985535205,,
37.7985442234,,
39.5985409634,,
41.3984284326,,
43.1983599724,,
44.9986347189,,
46.7982396538,,
48.598166062,,
50.3980954888,,
52.1980783435,,
53.9979630961,,
55.7979245192,,
57.5978427775,,
59.3978123507,,
61.1977511349,,
62.9976908247,,
64.799154872,,
66.5990984859,,
68.3990568905,,
70.199007447,,
71.9974484367,,
73.7973965784,,
75.5972774068,,
77.3972391319,,
79.1971691623,,
80.9971239448,,
82.797099555,,
84.5970618838,,
86.3969602197,,
88.1968890428,,
89.9968957439,,
91.7967557445,,
93.596734977,,
95.3966873446,,
97.1965905102,,
98.9965323129,,
100.7964629471,,
102.5964298036,,
104.3963649656,,
106.1962934868,,
107.996548613,,
109.7961873553,,
111.5961194988,,
113.3960498311,,
115.1960175932,,
116.9959599996,,
118.7958755412,,
120.5958345495,,
122.395795369,,
124.1957320403,,
125.9956693152,,
127.7956313421,,
129.5955387336,,
131.3955339643,,
133.1954244521,,
134.9956904449,,
136.7972030906,,
138.5971841342,,
140.3971368037,,
142.1951959494,,
143.9951365447,,
145.7950641604,,
147.5949501203,,
149.394937201,,
151.1948551574,,
152.9947945453,,
154.7947420832,,
156.5946953564,,
158.3946115016,,
160.1945940545,,
161.994483033,,
163.7944643785,,
165.5943817311,,
167.3943374191,,
169.1942792219,,
170.9941971782,,
172.7941435088,,
174.5941167042,,
176.3943820934,,
178.193956541,,
179.9938944197,,
181.7938869337,,
183.5937964382,,
185.3937889522,,
187.1936890993,,
188.9936182242,,
190.7936436402,,
192.5934879444,,
194.3934623473,,
196.1934183371,,
197.9933326713,,
199.7932904722,,
201.5932138619,,
203.3931300072,,
205.1954217354,,
206.9953538789,,
208.7953313003,,
210.5952561992,,
212.3939205601,,
214.1938548166,,
215.9937362487,,
217.7937061238,,
219.5936391728,,
221.3936099534,,
223.1935369654,,
224.9934772588,,
226.7934051764,,
228.5933490921,,
230.3933247024,,
232.1932115679,,
233.9931624262,,
235.7931733533,,
237.5930701799,,
239.3930533365,,
241.1929314483,,
242.9928832122,,
244.7928552002,,
246.592743575,,
248.3927056019,,
250.1926833251,,
251.9925729073,,
253.7925322175,,
255.5924924333,,
257.3924131063,,
259.1923500794,,
260.9923027489,,
262.7922620591,,
264.5921935988,,
266.3921474757,,
268.1921155397,,
269.992015083,,
271.7919505468,,
273.5918760495,,
275.3918447172,,
277.1934657281,,
278.9934503939,,
280.7933843485,,
282.5933318865,,
284.3915827088,,
286.1915311523,,
287.991456655,,
289.7914014762,,
291.5912798899,,
293.3912382945,,
295.1911791917,,
296.9911267297,,
298.7910890584,,
300.5909952425,,
302.3910161307,,
304.1909045055,,
305.9908281971,,
307.7907986758,,
309.5907377619,,
311.390664472,,
313.1906177452,,
314.9905411349,,
316.7905052747,,
318.5904217218,,
320.3904069914,,
322.1905772969,,
323.9902715801,,
325.7902387385,,
327.5901859746,,
329.3900677086,,
331.1900197744,,
332.9903690787,,
334.7899230003,,
336.5898358252,,
338.3897933243,,
340.1897333159,,
341.989657913,,
343.7896274863,,
345.5895581204,,
347.3915854255,,
349.1915495653,,
350.9915013292,,
352.7914539987,,
354.5893124121,,
356.3892856076,,
358.1891875657,,
359.9890937498,,
361.7890593989,,
363.5890021072,,
365.38894391,,
367.1888884294,,
368.9888042728,,
370.7887394348,,
372.5886797282,,
374.3886517163,,
376.1886240062,,
377.9885150976,,
379.788486482,,
381.5884162106,,
383.3883537874,,
385.1882871383,,
386.9882111317,,
388.7881897605,,
390.5881107354,,
392.3880730641,,
394.1879695889,,
395.9879433881,,
397.7878713056,,
399.5878288047,,
401.3877965668,,
403.1876933934,,
404.987957877,,
406.7876373695,,
408.5875100479,,
410.3875255028,,
412.1873993886,,
413.9873381728,,
415.7872820886,,
417.5897153858,,
419.3896783183,,
421.1896337044,,
422.9895972406,,
424.7880506063,,
426.5883911568,,
428.3879266654,,
430.1878512625,,
431.9877577485,,
433.7877270199,,
435.5876398447,,
437.3876100216,,
439.18756903,,
440.9874607252,,
442.7874215446,,
444.5873597251,,
446.3873045464,,
448.1872695918,,
449.9872077724,,
451.7871716104,,
453.587056061,,
455.3870029953,,
457.1869767944,,
458.9868995805,,
460.786835648,,
462.586760547,,
464.3867207627,,
466.1866734322,,
467.9868177783,,
469.7865630747,,
471.5865317424,,
473.3864463784,,
475.1863972367,,
476.9863121745,,
478.786244318,,
480.5861903467,,
482.3861270179,,
484.1861119856,,
485.9879156176,,
487.7878381018,,
489.5878085805,,
491.3877485722,,
493.1858578254,,
494.98579178,,
496.7857251309,,
498.5856458039,,
500.3855429324,,
502.1855668392,,
503.985440725,,
505.7853704536,,
507.5853693066,,
509.3855429324,,
511.1852272545,,
512.9851449091,,
514.7850891266,,
516.5850737925,,
518.3849887303,,
520.1849317405,,
521.9849462898,,
523.7847839533,,
525.584744169,,
527.3846678606,,
529.1846169078,,
530.9845632384,,
532.7845150022,,
534.5844622383,,
536.3843738558,,
538.1843633513,,
539.9842779873,,
541.7842623513,,
543.5841772891,,
545.3840925288,,
547.1840530464,,
548.9839703991,,
550.7842982718,,
552.5838712102,,
554.3860428009,,
556.1860214298,,
557.9859713825,,
559.7859189205,,
561.5836227852,,
563.3835736435,,
565.1834520571,,
566.9834810954,,
568.7833483405,,
570.5832874265,,
572.3832618294,,
574.1831517134,,
575.9831173626,,
577.7830292819,,
579.5829931199,,
581.3829400541,,
583.1828755179,,
584.9828562597,,
586.7827705938,,
588.5827199429,,
590.3827034014,,
592.1827236859,,
593.9825326733,,
595.7824633075,,
597.5824793661,,
599.3824136225,,
601.1822754342,,
602.982248026,,
604.7821756416,,
606.5821132184,,
608.3821024121,,
610.1820565908,,
611.9819561341,,
613.7818918998,,
615.5818457767,,
617.3818053887,,
619.1817227414,,
620.981675109,,
622.781579482,,
624.5841869484,,
626.3841350901,,
628.1840823262,,
629.9840509938,,
631.781359733,,
633.5823021784,,
635.381203192,,
637.1811250725,,
638.9820720457,,
640.7820050947,,
642.5819453882,,
644.3819270355,,
646.1818794031,,
647.9818338837,,
649.7817183343,,
651.5816658723,,
653.3816182399,,
655.1818135991,,
656.981488262,,
658.7814321777,,
660.5813613026,,
662.3813233295,,
664.1812515489,,
665.9811981813,,
667.7811985435,,
669.5810872201,,
671.3810214765,,
673.1809723349,,
674.9809074969,,
676.7808767682,,
678.5807992524,,
680.3807564496,,
682.180703082,,
683.980638244,,
685.7805791412,,
687.580570146,,
689.3804449373,,
691.1804060587,,
692.9803421262,,
694.7822997032,,
696.5822523726,,
698.3822201347,,
700.1821734079,,
701.9800852493,,
703.7800457669,,
705.579976703,,
707.3798750389,,
709.1797972212,,
710.9797317795,,
712.7797665529,,
714.5796410425,,
716.3795828452,,
718.1795149887,,
719.9794607155,,
721.7793825959,,
723.5793316432,,
725.3792891423,,
727.1792098153,,
728.9791482977,,
730.7791549988,,
732.5790475995,,
734.3789951375,,
736.1789487125,,
737.978872404,,
739.7788292994,,
741.5787463502,,
743.37869419,,
745.1786631595,,
746.9785774937,,
748.7785929485,,
750.5784749844,,
752.3784134667,,
754.1783320268,,
755.978283187,,
757.7782406861,,
759.5781716221,,
761.3781402898,,
763.1804896719,,
764.9804353988,,
766.7803787108,,
768.5779361768,,
770.3778828092,,
772.1778264231,,
773.9777169108,,
775.7776357727,,
777.5775715384,,
779.3775251134,,
781.1774838199,,
782.9783933633,,
784.777384631,,
786.5782042223,,
788.3772187326,,
790.1772018892,,
791.9771092807,,
793.7770770428,,
795.5770122048,,
797.3769491779,,
799.176931429,,
800.976823426,,
802.7767763973,,
804.5767438575,,
806.3766473249,,
808.1766745521,,
809.9765221767,,
811.7764947684,,
813.57641846,,
815.376386524,,
817.1763370804,,
818.9762441701,,
820.776214347,,
822.5761214367,,
824.3760707857,,
826.1759996088,,
827.9759643524,,
829.7759085699,,
831.575878445,,
833.3786066527,,
835.1785786407,,
836.9785056527,,
838.778464661,,
840.575601344,,
842.3755543153,,
844.1754595938,,
845.9753829835,,
847.7763130529,,
849.57632398,,
851.3762051103,,
853.1761897762,,
854.9760935454,,
856.7760244815,,
858.5760683105,,
860.3758926925,,
862.1759172029,,
863.9758366686,,
865.7757600583,,
867.5757000499,,
869.3756146859,,
871.1755842591,,
872.9754946691,,
874.7754141347,,
876.5754114784,,
878.3753246052,,
880.1752848209,,
881.9751891939,,
883.7751901598,,
885.5751383015,,
887.3750269781,,
889.1750010791,,
890.974930204,,
892.7748532919,,
894.5748298077,,
896.374737803,,
898.1747230725,,
899.9746205029,,
901.7745891705,,
903.5745862124,,
905.374454363,,
907.174395562,,
908.9765759065,,
910.7765518186,,
912.5764930177,,
914.3742053343,,
916.1741395907,,
917.9740430581,,
919.7739752016,,
921.5739366248,,
923.3738823516,,
925.1738401525,,
926.9737644478,,
928.773715608,,
930.5736462422,,
932.3735922709,,
934.1735201884,,
935.9734864412,,
937.7734074161,,
939.5733597837,,
941.3733109439,,
943.173245804,,
944.9732008883,,
946.773142691,,
948.5730636659,,
950.3730730837,,
952.1728198895,,
953.9729437096,,
955.7728483844,,
957.5727880742,,
959.3727455733,,
961.1726469277,,
962.9726023138,,
964.7725175535,,
966.5724916545,,
968.3724225906,,
970.1723677137,,
971.9723173646,,
973.7748394067,,
975.5748038484,,
977.3747522919,,
979.1749059954,,
980.9720924841,,
982.7720050071,,
984.5745853068,,
986.3718572199,,
988.171788156,,
989.9718024034,,
991.7716614984,,
993.5716298642,,
995.3715677429,,
997.171537618,,
998.9714607058,,
1000.7713886233,,
1002.5713201631,,
1004.3713262605,,
1006.1712547817,,
1007.9711431565,,
1009.7711091075,,
1011.5710174045,,
1013.3709691684,,
1015.1709384398,,
1016.9708512647,,
1018.7708428731,,
1020.5707034774,,
1022.3706739562,,
1024.1706420202,,
1025.9705539395,,
1027.7705268331,,
1029.5704459968,,
1031.3703908181,,
1033.1703380542,,
1034.9702723106,,
1036.7702609006,,
1038.5701474642,,
1040.3701411857,,
1042.1700923459,,
1043.9699816262,,
1045.7699671976,,
1047.569846215,,
1049.3728258661,,
1051.1727933264,,
1052.9727647107,,
1054.7696737965,,
1056.5696270697,,
1058.3695715891,,
1060.1704624176,,
1061.9693972388,,
1063.7703261008,,
1065.5703237464,,
1067.3702223842,,
1069.1701602628,,
1070.9701461361,,
1072.7700360201,,
1074.5700342694,,
1076.3699280775,,
1078.1699251193,,
1079.9698626961,,
1081.7697552968,,
1083.5696844218,,
1085.3696382986,,
1087.1695610846,,
1088.9695285449,,
1090.769463405,,
1092.5694058115,,
1094.3693473123,,
1096.169283078,,
1097.9692810254,,
1099.7691690983,,
1101.5691102974,,
1103.3690593446,,
1105.1690240882,,
1106.9689399316,,
1108.7688666417,,
1110.5688875299,,
1112.3687668491,,
1114.1687180092,,
1115.9686915066,,
1117.7685711276,,
1119.5685995621,,
1121.3684544312,,
1123.1684101192,,
1124.9708071941,,
1126.7707459783,,
1128.570704383,,
1130.3706854266,,
1132.1681644109,,
1133.9681348896,,
1135.7680136051,,
1137.5679442393,,
1139.3678884569,,
1141.1678359948,,
1142.9677880606,,
1144.7677663875,,
1146.5676478197,,
1148.3676077336,,
1150.1675504419,,
1151.9674735298,,
1153.767430727,,
1155.5673773594,,
1157.3673143325,,
1159.1672745483,,
1160.9672830605,,
1162.7671291759,,
1164.5671222936,,
1166.3670363259,,
1168.1669289266,,
1169.9669839242,,
1171.7668403026,,
1173.5667965943,,
1175.3667269266,,
1177.1666391477,,
1178.9666180784,,
1180.7665577682,,
1182.5665065135,,
1184.3664359403,,
1186.1663861949,,
1187.9663165273,,
1189.7663066265,,
1191.5662152254,,
1193.3661549152,,
1195.1660825308,,
1196.9660729319,,
1198.7659748901,,
1200.5687858054,,
1202.3687294193,,
1204.1687053314,,
1205.9686317397,,
1207.7657312947,,
1209.56566374,,
1211.3655542277,,
1213.1655714937,,
1214.9655289928,,
1216.7653920119,,
1218.5653320036,,
1220.3653426288,,
1222.1652035349,,
1223.9651728063,,
1225.7650910645,,
1227.5650503747,,
1229.3650012331,,
1231.1649587322,,
1232.9648700478,,
1234.7647867967,,
1236.564785046,,
1238.3647174913,,
1240.1647006479,,
1241.96457393,,
1243.7650337125,,
1245.5644451595,,
1247.364416242,,
1249.1643508003,,
1250.9643203735,,
1252.7642371224,,
1254.5641876789,,
1256.3641798911,,
1258.1640543806,,
1259.9640142945,,
1261.7639518714,,
1263.5638722425,,
1265.363845438,,
1267.1637486036,,
1268.9637036878,,
1270.763675374,,
1272.5645852193,,
1274.3635737703,,
1276.1667749816,,
1277.9667207084,,
1279.7666652278,,
1281.5643346813,,
1283.3642945952,,
1285.1642294554,,
1286.9641305079,,
1288.7640677829,,
1290.5640708618,,
1292.3641478947,,
1294.1639103968,,
1295.963857331,,
1297.7637623077,,
1299.5637225235,,
1301.3636552706,,
1303.163612166,,
1304.9635186519,,
1306.7634960733,,
1308.5634405928,,
1310.363459368,,
1312.163355591,,
1313.9632506065,,
1315.7631890889,,
1317.5631544361,,
1319.363069374,,
1321.1630274768,,
1322.9629475461,,
1324.7629077619,,
1326.5628595258,,
1328.3627853303,,
1330.1627301516,,
1331.962687047,,
1333.7625920237,,
1335.5630548247,,
1337.3624889107,,
1339.1624352412,,
1340.9624383201,,
1342.7623043578,,
1344.5622485753,,
1346.3622084893,,
1348.1648446317,,
1349.964955774,,
1351.76477593,,
1353.5646902641,,
1355.361960668,,
1357.1618366667,,
1358.9617700176,,
1360.7617435149,,
1362.561651812,,
1364.3616388927,,
1366.1615779787,,
1367.9614778239,,
1369.7614401527,,
1371.5613732017,,
1373.3613829213,,
1375.1612504682,,
1376.9612487175,,
1378.7611645609,,
1380.5610957988,,
1382.3610931425,,
1384.1609688394,,
1385.9609948591,,
1387.760874782,,
1389.5608745405,,
1391.3607864598,,
1393.1606872106,,
1394.960680932,,
1396.7608992321,,
1398.5605117133,,
1400.3604704198,,
1402.1603515501,,
1403.9603808902,,
1405.760295828,,
1407.5601944658,,
1409.3601386833,,
1411.1600759583,,
1412.9600730001,,
1414.7600292918,,
1416.5629926429,,
1418.3629754977,,
1420.1629212245,,
1421.9628557828,,
1423.7597636612,,
1425.5596864472,,
1427.3596062147,,
1429.1595585823,,
1430.9598291029,,
1432.7594669397,,
1434.5593740294,,
1436.3593602045,,
1438.1592398255,,
1439.9591662338,,
1441.7591279588,,
1443.5590419911,,
1445.359022431,,
1447.1589603097,,
1448.9588969809,,
1450.7588179558,,
1452.5587742475,,
1454.358710315,,
1456.1586267621,,
1457.9585776204,,
1459.7585462881,,
1461.5584566981,,
1463.3584301954,,
1465.158351774,,
1466.9584867627,,
1468.7582691871,,
1470.5581690322,,
1472.3581654704,,
1474.1580695415,,
1475.9579956479,,
1477.7579431858,,
1479.5579275499,,
1481.3588678823,,
1483.157783083,,
1484.9577137172,,
1486.7576573311,,
1488.5610873469,,
1490.3610270367,,
1492.1609947988,,
1493.9589347125,,
